OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Price,Unit Cost
SO - 0006673,Distributor,WARE-XYS1001,3/10/2020,7/17/2020,8/3/2020,8/8/2020,USD,24,32,16,36,2,0.4,2599.60,1637.75
SO - 0006674,In-Store,WARE-NMK1003,3/10/2020,7/17/2020,8/11/2020,8/15/2020,USD,6,9,161,6,8,0.075,194.30,110.75
SO - 0006675,In-Store,WARE-PUJ1005,3/10/2020,7/18/2020,8/15/2020,8/16/2020,USD,11,18,317,8,3,0.05,1098.80,505.45
SO - 0006676,In-Store,WARE-NBV1002,3/10/2020,7/18/2020,8/7/2020,8/13/2020,USD,9,14,73,13,1,0.075,1092.10,655.26
SO - 0006677,Distributor,WARE-XYS1001,3/10/2020,7/18/2020,7/21/2020,7/30/2020,USD,21,18,18,7,5,0.1,958.10,699.41
SO - 0006678,In-Store,WARE-PUJ1005,3/10/2020,7/18/2020,8/7/2020,8/9/2020,USD,9,4,322,13,7,0.05,2010.00,1286.40
SO - 0006679,In-Store,WARE-NMK1003,3/10/2020,7/18/2020,7/31/2020,8/7/2020,USD,2,34,167,3,4,0.1,1929.60,1234.94
SO - 0006680,Online,WARE-MKL1006,3/10/2020,7/18/2020,7/31/2020,8/3/2020,USD,20,29,353,38,8,0.15,743.70,312.35
SO - 0006681,Online,WARE-NMK1003,3/10/2020,7/18/2020,7/23/2020,7/28/2020,USD,16,46,148,9,5,0.2,5942.90,4754.32
SO - 0006682,In-Store,WARE-XYS1001,3/10/2020,7/18/2020,7/30/2020,8/5/2020,USD,7,7,50,17,6,0.05,3664.90,2198.94
SO - 0006683,Online,WARE-MKL1006,3/10/2020,7/18/2020,8/7/2020,8/10/2020,USD,13,26,346,19,3,0.075,3879.30,3219.82
SO - 0006684,In-Store,WARE-MKL1006,3/10/2020,7/18/2020,8/13/2020,8/18/2020,USD,5,12,347,14,8,0.4,1125.60,720.38
SO - 0006685,In-Store,WARE-NMK1003,3/10/2020,7/18/2020,8/11/2020,8/14/2020,USD,11,33,132,20,7,0.1,1889.40,1171.43
SO - 0006686,In-Store,WARE-PUJ1005,3/10/2020,7/18/2020,7/21/2020,7/31/2020,USD,7,9,290,40,8,0.05,1822.40,1221.01
SO - 0006687,In-Store,WARE-UHY1004,3/10/2020,7/19/2020,8/5/2020,8/12/2020,USD,5,1,249,25,5,0.075,1031.80,804.80
SO - 0006688,Wholesale,WARE-MKL1006,3/10/2020,7/19/2020,8/2/2020,8/4/2020,USD,26,10,335,16,3,0.075,201.00,86.43
SO - 0006689,Online,WARE-NBV1002,6/18/2020,7/19/2020,8/1/2020,8/5/2020,USD,13,34,74,13,5,0.05,3886.00,2253.88
SO - 0006690,In-Store,WARE-NMK1003,3/10/2020,7/19/2020,8/4/2020,8/11/2020,USD,6,31,105,27,1,0.075,1112.20,700.69
SO - 0006691,Wholesale,WARE-NMK1003,3/10/2020,7/19/2020,8/1/2020,8/11/2020,USD,28,22,136,38,7,0.15,247.90,146.26
SO - 0006692,Distributor,WARE-NMK1003,3/10/2020,7/19/2020,8/15/2020,8/16/2020,USD,25,46,198,20,2,0.05,3819.00,2711.49
SO - 0006693,Wholesale,WARE-NMK1003,3/10/2020,7/19/2020,7/30/2020,8/8/2020,USD,26,37,169,32,8,0.3,3986.50,3229.07
SO - 0006694,In-Store,WARE-NMK1003,3/10/2020,7/19/2020,8/15/2020,8/25/2020,USD,8,50,127,35,6,0.05,3919.50,2273.31
SO - 0006695,Online,WARE-MKL1006,3/10/2020,7/19/2020,8/4/2020,8/13/2020,USD,16,37,338,19,2,0.075,3926.20,3062.44
SO - 0006696,Wholesale,WARE-MKL1006,3/10/2020,7/19/2020,8/1/2020,8/6/2020,USD,26,46,343,23,3,0.05,187.60,108.81
SO - 0006697,Distributor,WARE-NMK1003,3/10/2020,7/19/2020,8/5/2020,8/7/2020,USD,22,16,134,1,3,0.05,1313.20,577.81
SO - 0006698,Wholesale,WARE-UHY1004,3/10/2020,7/19/2020,8/5/2020,8/9/2020,USD,28,38,221,13,8,0.1,268.00,227.80
SO - 0006699,Distributor,WARE-NMK1003,3/10/2020,7/19/2020,7/29/2020,8/4/2020,USD,21,8,183,18,6,0.05,1869.30,1383.28
SO - 0006700,Online,WARE-NMK1003,3/10/2020,7/19/2020,7/22/2020,7/25/2020,USD,17,36,152,1,1,0.1,1031.80,794.49
SO - 0006701,In-Store,WARE-NMK1003,3/10/2020,7/20/2020,7/28/2020,8/4/2020,USD,7,45,198,11,6,0.05,1273.00,840.18
SO - 0006702,In-Store,WARE-NMK1003,3/10/2020,7/20/2020,8/17/2020,8/25/2020,USD,9,12,179,19,6,0.15,911.20,601.39
SO - 0006703,Wholesale,WARE-PUJ1005,3/10/2020,7/20/2020,8/2/2020,8/11/2020,USD,25,14,317,42,8,0.075,5286.30,2325.97
SO - 0006704,Wholesale,WARE-NMK1003,3/10/2020,7/20/2020,8/5/2020,8/15/2020,USD,26,50,186,7,4,0.1,5085.30,3661.42
SO - 0006705,In-Store,WARE-MKL1006,3/10/2020,7/20/2020,8/1/2020,8/6/2020,USD,5,30,354,12,1,0.075,1051.90,568.03
SO - 0006706,In-Store,WARE-NMK1003,3/10/2020,7/20/2020,8/17/2020,8/18/2020,USD,6,48,139,22,4,0.05,2003.30,1121.85
SO - 0006707,Online,WARE-MKL1006,3/10/2020,7/20/2020,7/27/2020,8/2/2020,USD,16,5,349,31,3,0.075,1005.00,432.15
SO - 0006708,In-Store,WARE-NBV1002,3/10/2020,7/20/2020,8/17/2020,8/21/2020,USD,10,45,79,7,6,0.05,1212.70,497.21
SO - 0006709,Wholesale,WARE-NBV1002,3/10/2020,7/21/2020,8/1/2020,8/5/2020,USD,25,46,63,26,1,0.05,2284.70,1690.68
SO - 0006710,In-Store,WARE-MKL1006,3/10/2020,7/21/2020,8/4/2020,8/8/2020,USD,6,3,362,2,5,0.05,2405.30,986.17
SO - 0006711,In-Store,WARE-UHY1004,3/10/2020,7/21/2020,8/18/2020,8/20/2020,USD,8,33,255,41,7,0.1,3886.00,2331.60
SO - 0006712,In-Store,WARE-NMK1003,3/10/2020,7/21/2020,8/5/2020,8/9/2020,USD,7,39,203,5,6,0.05,864.30,388.94
SO - 0006713,In-Store,WARE-UHY1004,3/10/2020,7/21/2020,8/15/2020,8/16/2020,USD,6,48,259,6,3,0.075,2492.40,1246.20
SO - 0006714,Online,WARE-MKL1006,3/10/2020,7/21/2020,8/8/2020,8/9/2020,USD,14,12,363,8,4,0.1,830.80,548.33
SO - 0006715,Distributor,WARE-XYS1001,3/10/2020,7/21/2020,8/8/2020,8/9/2020,USD,24,29,40,4,1,0.075,3912.80,3325.88
SO - 0006716,In-Store,WARE-NMK1003,3/10/2020,7/21/2020,8/10/2020,8/16/2020,USD,10,50,105,43,7,0.075,207.70,93.47
SO - 0006717,Online,WARE-PUJ1005,6/18/2020,7/21/2020,8/14/2020,8/16/2020,USD,19,30,303,29,7,0.075,5192.50,3634.75
SO - 0006718,In-Store,WARE-MKL1006,3/10/2020,7/22/2020,8/3/2020,8/7/2020,USD,3,28,344,4,7,0.2,917.90,541.56
SO - 0006719,Online,WARE-UHY1004,6/18/2020,7/22/2020,8/19/2020,8/25/2020,USD,17,5,226,23,7,0.075,1721.90,964.26
SO - 0006720,Online,WARE-MKL1006,3/10/2020,7/22/2020,8/5/2020,8/10/2020,USD,20,9,353,24,3,0.075,3959.70,2732.19
SO - 0006721,Wholesale,WARE-NMK1003,3/10/2020,7/22/2020,8/16/2020,8/22/2020,USD,28,8,163,30,4,0.1,3477.30,1947.29
SO - 0006722,In-Store,WARE-NMK1003,3/10/2020,7/22/2020,7/25/2020,7/29/2020,USD,7,45,139,42,4,0.2,3939.60,2718.32
SO - 0006723,In-Store,WARE-UHY1004,3/10/2020,7/22/2020,8/9/2020,8/14/2020,USD,4,13,230,25,6,0.05,1065.30,426.12
SO - 0006724,Online,WARE-NBV1002,3/10/2020,7/23/2020,8/20/2020,8/26/2020,USD,18,22,64,8,8,0.075,1132.30,917.16
SO - 0006725,Wholesale,WARE-NMK1003,6/18/2020,7/23/2020,8/15/2020,8/25/2020,USD,28,12,131,25,5,0.15,2458.90,1180.27
SO - 0006726,In-Store,WARE-NMK1003,3/10/2020,7/24/2020,8/16/2020,8/18/2020,USD,3,15,98,36,5,0.2,1018.40,712.88
SO - 0006727,In-Store,WARE-NMK1003,3/10/2020,7/24/2020,8/1/2020,8/9/2020,USD,3,20,130,26,7,0.15,3825.70,2486.71
SO - 0006728,In-Store,WARE-XYS1001,3/10/2020,7/24/2020,8/12/2020,8/21/2020,USD,4,10,26,20,5,0.05,3865.90,2706.13
SO - 0006729,Online,WARE-UHY1004,3/10/2020,7/24/2020,8/18/2020,8/23/2020,USD,13,36,245,6,3,0.05,3504.10,1401.64
SO - 0006730,Distributor,WARE-UHY1004,3/10/2020,7/24/2020,8/10/2020,8/17/2020,USD,25,44,213,10,3,0.05,2452.20,1029.92
SO - 0006731,Online,WARE-MKL1006,3/10/2020,7/24/2020,8/7/2020,8/16/2020,USD,13,39,336,41,4,0.075,2485.70,1168.28
SO - 0006732,Online,WARE-XYS1001,3/10/2020,7/24/2020,8/1/2020,8/6/2020,USD,13,46,47,40,2,0.05,201.00,164.82
SO - 0006733,Online,WARE-NMK1003,3/10/2020,7/24/2020,8/9/2020,8/14/2020,USD,15,9,189,46,7,0.05,3075.30,1599.16
SO - 0006734,Distributor,WARE-NBV1002,3/10/2020,7/24/2020,7/27/2020,7/29/2020,USD,21,39,84,29,1,0.1,261.30,162.01
SO - 0006735,Distributor,WARE-UHY1004,3/10/2020,7/24/2020,8/16/2020,8/26/2020,USD,23,29,236,2,7,0.05,180.90,106.73
SO - 0006736,Wholesale,WARE-NBV1002,3/10/2020,7/24/2020,7/29/2020,8/8/2020,USD,25,20,60,15,2,0.1,3852.50,2311.50
SO - 0006737,In-Store,WARE-XYS1001,6/18/2020,7/24/2020,8/12/2020,8/17/2020,USD,4,21,3,33,4,0.075,1206.00,964.80
SO - 0006738,Online,WARE-NBV1002,3/10/2020,7/24/2020,7/27/2020,8/3/2020,USD,15,19,72,8,6,0.075,1996.60,1078.16
SO - 0006739,Wholesale,WARE-UHY1004,3/10/2020,7/24/2020,7/26/2020,7/30/2020,USD,28,5,244,19,3,0.1,2646.50,1482.04
SO - 0006740,Distributor,WARE-UHY1004,6/18/2020,7/24/2020,8/13/2020,8/16/2020,USD,25,1,221,24,3,0.1,1018.40,804.54
SO - 0006741,Distributor,WARE-NMK1003,3/10/2020,7/25/2020,8/16/2020,8/23/2020,USD,21,14,161,32,2,0.05,5165.70,2996.11
SO - 0006742,In-Store,WARE-MKL1006,6/18/2020,7/25/2020,8/7/2020,8/13/2020,USD,9,47,334,41,1,0.05,2231.10,1762.57
SO - 0006743,In-Store,WARE-PUJ1005,3/10/2020,7/25/2020,8/3/2020,8/11/2020,USD,3,11,270,34,8,0.05,6231.00,4174.77
SO - 0006744,In-Store,WARE-MKL1006,6/18/2020,7/25/2020,8/9/2020,8/10/2020,USD,10,23,362,25,5,0.05,5025.00,3567.75
SO - 0006745,In-Store,WARE-PUJ1005,3/10/2020,7/25/2020,8/6/2020,8/12/2020,USD,12,39,270,40,1,0.1,1802.30,1063.36
SO - 0006746,Online,WARE-MKL1006,3/10/2020,7/25/2020,8/8/2020,8/17/2020,USD,13,13,334,40,6,0.075,6291.30,3837.69
SO - 0006747,Online,WARE-NMK1003,6/18/2020,7/25/2020,8/5/2020,8/9/2020,USD,13,5,116,18,2,0.075,2505.80,1002.32
SO - 0006748,In-Store,WARE-PUJ1005,3/10/2020,7/25/2020,7/31/2020,8/6/2020,USD,6,29,277,43,8,0.075,1125.60,956.76
SO - 0006749,In-Store,WARE-NBV1002,3/10/2020,7/25/2020,8/16/2020,8/23/2020,USD,3,19,59,46,7,0.1,683.40,328.03
SO - 0006750,Online,WARE-PUJ1005,3/10/2020,7/25/2020,7/30/2020,8/4/2020,USD,19,37,263,2,5,0.3,1775.50,1083.06
SO - 0006751,In-Store,WARE-MKL1006,3/10/2020,7/26/2020,8/11/2020,8/14/2020,USD,5,5,330,23,1,0.075,1246.20,710.33
SO - 0006752,In-Store,WARE-NBV1002,3/10/2020,7/26/2020,8/22/2020,8/29/2020,USD,9,29,87,37,3,0.075,3906.10,3203.00
SO - 0006753,In-Store,WARE-NMK1003,3/10/2020,7/26/2020,8/20/2020,8/26/2020,USD,4,30,98,42,2,0.1,737.00,449.57
SO - 0006754,Online,WARE-MKL1006,6/18/2020,7/26/2020,8/23/2020,8/26/2020,USD,16,31,362,41,8,0.15,3102.10,2047.39
SO - 0006755,Online,WARE-UHY1004,3/10/2020,7/26/2020,7/29/2020,8/2/2020,USD,19,2,215,25,5,0.075,1139.00,706.18
SO - 0006756,Online,WARE-MKL1006,3/10/2020,7/26/2020,8/18/2020,8/26/2020,USD,14,17,346,19,3,0.15,3912.80,2934.60
SO - 0006757,Wholesale,WARE-XYS1001,3/10/2020,7/26/2020,8/11/2020,8/16/2020,USD,27,43,36,12,1,0.075,3819.00,2864.25
SO - 0006758,In-Store,WARE-PUJ1005,3/10/2020,7/26/2020,8/22/2020,8/25/2020,USD,11,26,327,21,8,0.075,1869.30,1046.81
SO - 0006759,Online,WARE-MKL1006,3/10/2020,7/26/2020,8/1/2020,8/2/2020,USD,17,30,337,46,3,0.05,1098.80,582.36
SO - 0006760,Distributor,WARE-XYS1001,3/10/2020,7/27/2020,8/10/2020,8/13/2020,USD,22,5,22,34,5,0.075,3095.40,1392.93
SO - 0006761,In-Store,WARE-UHY1004,3/10/2020,7/27/2020,8/8/2020,8/16/2020,USD,5,24,239,20,8,0.3,2613.00,1829.10
SO - 0006762,Distributor,WARE-PUJ1005,6/18/2020,7/27/2020,8/22/2020,8/23/2020,USD,25,10,281,39,8,0.05,1286.40,617.47
SO - 0006763,In-Store,WARE-MKL1006,3/10/2020,7/27/2020,8/21/2020,8/23/2020,USD,1,4,350,23,7,0.1,2700.10,1755.07
SO - 0006764,In-Store,WARE-NBV1002,3/10/2020,7/27/2020,8/14/2020,8/21/2020,USD,3,16,85,22,3,0.075,6545.90,3469.33
SO - 0006765,Distributor,WARE-UHY1004,3/10/2020,7/27/2020,8/21/2020,8/23/2020,USD,22,6,207,24,8,0.05,5085.30,3000.33
SO - 0006766,Online,WARE-MKL1006,3/10/2020,7/27/2020,8/6/2020,8/9/2020,USD,15,29,366,30,5,0.075,850.90,433.96
SO - 0006767,Distributor,WARE-UHY1004,3/10/2020,7/27/2020,8/18/2020,8/26/2020,USD,20,14,217,1,5,0.05,1983.20,1269.25
SO - 0006768,In-Store,WARE-UHY1004,3/10/2020,7/27/2020,8/18/2020,8/24/2020,USD,2,44,206,15,2,0.4,5500.70,2420.31
SO - 0006769,Distributor,WARE-XYS1001,3/10/2020,7/28/2020,8/1/2020,8/3/2020,USD,22,13,31,43,7,0.05,3973.10,3337.40
SO - 0006770,In-Store,WARE-NBV1002,3/10/2020,7/28/2020,8/10/2020,8/13/2020,USD,2,1,61,40,4,0.15,3175.80,2540.64
SO - 0006771,Wholesale,WARE-NBV1002,3/10/2020,7/28/2020,8/11/2020,8/21/2020,USD,27,38,59,19,2,0.075,3872.60,1549.04
SO - 0006772,In-Store,WARE-PUJ1005,3/10/2020,7/28/2020,8/13/2020,8/14/2020,USD,3,20,325,14,7,0.05,3698.40,2773.80
SO - 0006773,Distributor,WARE-NMK1003,3/10/2020,7/28/2020,8/11/2020,8/20/2020,USD,22,4,95,38,5,0.05,3041.80,2555.11
SO - 0006774,In-Store,WARE-NMK1003,3/10/2020,7/29/2020,8/13/2020,8/16/2020,USD,3,37,158,43,7,0.05,5232.70,2459.37
SO - 0006775,In-Store,WARE-NBV1002,3/10/2020,7/29/2020,8/26/2020,8/29/2020,USD,7,14,86,7,1,0.1,1045.20,679.38
SO - 0006776,Online,WARE-NMK1003,3/10/2020,7/29/2020,8/9/2020,8/16/2020,USD,19,45,108,25,8,0.1,214.40,96.48
SO - 0006777,In-Store,WARE-NMK1003,3/10/2020,7/29/2020,8/1/2020,8/7/2020,USD,4,26,146,7,3,0.05,911.20,446.49
SO - 0006778,Wholesale,WARE-NBV1002,3/10/2020,7/29/2020,8/13/2020,8/17/2020,USD,28,37,67,4,8,0.3,1172.50,879.38
SO - 0006779,Online,WARE-PUJ1005,3/10/2020,7/29/2020,8/24/2020,8/26/2020,USD,15,26,264,16,3,0.05,1681.70,706.31
SO - 0006780,Wholesale,WARE-PUJ1005,6/18/2020,7/29/2020,8/24/2020,8/30/2020,USD,26,37,322,8,1,0.075,3926.20,1688.27
SO - 0006781,In-Store,WARE-PUJ1005,3/10/2020,7/29/2020,8/19/2020,8/23/2020,USD,8,32,284,37,6,0.1,1098.80,582.36
SO - 0006782,In-Store,WARE-MKL1006,3/10/2020,7/29/2020,8/2/2020,8/6/2020,USD,9,35,336,42,6,0.05,5815.60,4826.95
SO - 0006783,Online,WARE-NBV1002,3/10/2020,7/30/2020,8/27/2020,9/3/2020,USD,18,48,66,3,6,0.075,2666.60,1626.63
SO - 0006784,Online,WARE-PUJ1005,3/10/2020,7/30/2020,8/23/2020,9/2/2020,USD,14,35,281,29,5,0.05,1172.50,621.43
SO - 0006785,Wholesale,WARE-UHY1004,3/10/2020,7/30/2020,8/25/2020,8/28/2020,USD,28,7,210,36,8,0.4,1273.00,801.99
SO - 0006786,In-Store,WARE-NMK1003,3/10/2020,7/30/2020,8/12/2020,8/17/2020,USD,2,14,143,8,3,0.4,214.40,177.95
SO - 0006787,Distributor,WARE-NMK1003,3/10/2020,7/30/2020,8/9/2020,8/17/2020,USD,25,9,150,38,8,0.05,3484.00,2717.52
SO - 0006788,Online,WARE-NMK1003,3/10/2020,7/30/2020,8/6/2020,8/8/2020,USD,18,20,138,46,1,0.05,2438.80,1195.01
SO - 0006789,Online,WARE-XYS1001,3/10/2020,7/30/2020,8/19/2020,8/23/2020,USD,12,12,35,6,3,0.4,5775.40,4678.07
SO - 0006790,Online,WARE-XYS1001,3/10/2020,7/30/2020,8/17/2020,8/21/2020,USD,14,33,1,44,1,0.1,2532.60,1696.84
SO - 0006791,Distributor,WARE-NMK1003,3/10/2020,7/30/2020,8/15/2020,8/18/2020,USD,23,13,99,12,6,0.075,5380.10,3604.67
SO - 0006792,Online,WARE-MKL1006,3/10/2020,7/30/2020,8/2/2020,8/10/2020,USD,13,46,345,36,1,0.4,167.50,77.05
SO - 0006793,Wholesale,WARE-NBV1002,6/18/2020,7/30/2020,8/20/2020,8/26/2020,USD,27,38,81,32,6,0.075,3953.00,3043.81
SO - 0006794,Wholesale,WARE-NMK1003,3/10/2020,7/30/2020,8/15/2020,8/25/2020,USD,26,12,163,38,4,0.15,1172.50,492.45
SO - 0006795,Online,WARE-PUJ1005,3/10/2020,7/31/2020,8/28/2020,9/7/2020,USD,19,23,281,14,5,0.1,1098.80,933.98
SO - 0006796,Online,WARE-NMK1003,3/10/2020,7/31/2020,8/20/2020,8/26/2020,USD,19,35,95,39,6,0.15,5735.20,4416.10
SO - 0006797,Online,WARE-XYS1001,3/10/2020,7/31/2020,8/13/2020,8/20/2020,USD,15,18,35,7,8,0.15,6525.80,3589.19
SO - 0006798,In-Store,WARE-UHY1004,6/18/2020,7/31/2020,8/6/2020,8/12/2020,USD,5,36,210,29,5,0.05,1018.40,855.46
SO - 0006799,Online,WARE-NMK1003,3/10/2020,7/31/2020,8/27/2020,9/5/2020,USD,12,14,135,16,1,0.075,3497.40,2937.82
SO - 0006800,In-Store,WARE-PUJ1005,3/10/2020,8/1/2020,8/9/2020,8/17/2020,USD,3,36,268,27,6,0.075,2519.20,1058.06
SO - 0006801,In-Store,WARE-XYS1001,3/10/2020,8/1/2020,8/10/2020,8/17/2020,USD,3,14,35,31,4,0.15,1072.00,621.76
SO - 0006802,Distributor,WARE-UHY1004,3/10/2020,8/1/2020,8/29/2020,8/30/2020,USD,22,19,210,8,4,0.3,1226.10,895.05
SO - 0006803,Online,WARE-UHY1004,6/18/2020,8/1/2020,8/28/2020,9/2/2020,USD,20,24,219,35,3,0.2,1943.00,835.49
SO - 0006804,In-Store,WARE-UHY1004,6/18/2020,8/2/2020,8/17/2020,8/26/2020,USD,5,41,221,20,3,0.05,1715.20,1234.94
SO - 0006805,Online,WARE-XYS1001,3/10/2020,8/2/2020,8/21/2020,8/25/2020,USD,15,48,13,11,3,0.05,2385.20,1765.05
SO - 0006806,Distributor,WARE-NMK1003,6/18/2020,8/2/2020,8/5/2020,8/14/2020,USD,25,25,122,17,8,0.05,6452.10,2903.45
SO - 0006807,Online,WARE-PUJ1005,3/10/2020,8/2/2020,8/26/2020,9/3/2020,USD,14,37,312,31,1,0.075,1721.90,1343.08
SO - 0006808,Distributor,WARE-NMK1003,3/10/2020,8/2/2020,8/12/2020,8/17/2020,USD,25,20,184,23,4,0.05,3819.00,2978.82
SO - 0006809,Online,WARE-UHY1004,3/10/2020,8/2/2020,8/30/2020,9/1/2020,USD,14,17,220,38,3,0.075,201.00,116.58
SO - 0006810,In-Store,WARE-XYS1001,6/18/2020,8/2/2020,8/18/2020,8/26/2020,USD,1,11,32,23,8,0.2,5473.90,2463.26
SO - 0006811,In-Store,WARE-NMK1003,6/18/2020,8/3/2020,8/12/2020,8/20/2020,USD,10,12,176,47,2,0.1,3879.30,1784.48
SO - 0006812,Online,WARE-NBV1002,6/18/2020,8/3/2020,8/23/2020,9/2/2020,USD,17,14,70,28,3,0.05,6023.30,3132.12
SO - 0006813,Online,WARE-XYS1001,3/10/2020,8/3/2020,8/28/2020,8/30/2020,USD,20,2,27,15,5,0.1,5326.50,2929.58
SO - 0006814,Online,WARE-NMK1003,6/18/2020,8/3/2020,8/29/2020,8/30/2020,USD,15,26,115,38,4,0.1,187.60,155.71
SO - 0006815,Distributor,WARE-XYS1001,3/10/2020,8/3/2020,8/22/2020,9/1/2020,USD,23,29,42,35,6,0.05,3557.70,1600.97
SO - 0006816,Distributor,WARE-UHY1004,6/18/2020,8/3/2020,8/23/2020,8/31/2020,USD,23,42,213,18,7,0.05,261.30,125.42
SO - 0006817,Online,WARE-NMK1003,3/10/2020,8/3/2020,8/25/2020,9/1/2020,USD,16,46,99,3,3,0.05,5460.50,2839.46
SO - 0006818,Online,WARE-PUJ1005,6/18/2020,8/3/2020,8/29/2020,9/3/2020,USD,20,23,320,21,4,0.1,261.30,154.17
SO - 0006819,In-Store,WARE-NMK1003,3/10/2020,8/3/2020,8/14/2020,8/15/2020,USD,1,5,91,20,6,0.2,1762.10,792.95
SO - 0006820,In-Store,WARE-XYS1001,6/18/2020,8/4/2020,8/24/2020,9/3/2020,USD,5,20,3,40,3,0.075,1145.70,515.57
SO - 0006821,Distributor,WARE-PUJ1005,3/10/2020,8/4/2020,8/10/2020,8/14/2020,USD,25,3,276,20,4,0.1,2720.20,2176.16
SO - 0006822,Distributor,WARE-NMK1003,6/18/2020,8/4/2020,8/28/2020,9/5/2020,USD,24,38,142,18,2,0.2,4020.00,2613.00
SO - 0006823,Online,WARE-XYS1001,6/18/2020,8/4/2020,8/21/2020,8/27/2020,USD,16,13,23,42,2,0.1,1085.40,911.74
SO - 0006824,Distributor,WARE-PUJ1005,3/10/2020,8/4/2020,8/11/2020,8/13/2020,USD,25,46,271,47,3,0.075,2358.40,1108.45
SO - 0006825,Distributor,WARE-NMK1003,3/10/2020,8/4/2020,8/29/2020,9/8/2020,USD,24,35,103,32,1,0.05,2398.60,1199.30
SO - 0006826,Wholesale,WARE-PUJ1005,3/10/2020,8/4/2020,8/12/2020,8/13/2020,USD,26,26,328,38,7,0.15,3986.50,2152.71
SO - 0006827,Distributor,WARE-NMK1003,3/10/2020,8/4/2020,8/6/2020,8/16/2020,USD,20,18,187,15,4,0.075,2860.90,1773.76
SO - 0006828,In-Store,WARE-PUJ1005,6/18/2020,8/4/2020,8/27/2020,8/30/2020,USD,8,42,272,38,1,0.075,3819.00,2253.21
SO - 0006829,In-Store,WARE-NMK1003,6/18/2020,8/4/2020,8/28/2020,9/4/2020,USD,7,29,188,8,7,0.1,1835.80,972.97
SO - 0006830,In-Store,WARE-PUJ1005,3/10/2020,8/4/2020,8/19/2020,8/29/2020,USD,1,10,271,35,4,0.4,1045.20,804.80
SO - 0006831,Distributor,WARE-UHY1004,3/10/2020,8/5/2020,8/31/2020,9/8/2020,USD,21,23,229,24,6,0.075,1105.50,563.81
SO - 0006832,Online,WARE-UHY1004,3/10/2020,8/5/2020,8/8/2020,8/10/2020,USD,18,10,257,22,4,0.1,3912.80,2856.34
SO - 0006833,In-Store,WARE-MKL1006,6/18/2020,8/5/2020,8/15/2020,8/16/2020,USD,5,31,350,34,7,0.075,2613.00,2142.66
SO - 0006834,Online,WARE-UHY1004,3/10/2020,8/5/2020,8/21/2020,8/31/2020,USD,16,50,256,38,4,0.05,3859.20,2431.30
SO - 0006835,Online,WARE-XYS1001,3/10/2020,8/5/2020,8/25/2020,8/28/2020,USD,16,34,48,19,6,0.15,3973.10,2661.98
SO - 0006836,In-Store,WARE-NMK1003,6/18/2020,8/6/2020,8/15/2020,8/17/2020,USD,7,4,103,35,8,0.3,3879.30,2521.55
SO - 0006837,Online,WARE-NBV1002,3/10/2020,8/6/2020,8/31/2020,9/6/2020,USD,16,31,64,11,2,0.05,187.60,75.04
SO - 0006838,In-Store,WARE-NMK1003,3/10/2020,8/6/2020,9/3/2020,9/12/2020,USD,4,11,143,16,6,0.05,2525.90,2020.72
SO - 0006839,Online,WARE-NMK1003,6/18/2020,8/6/2020,8/28/2020,9/3/2020,USD,18,26,88,37,3,0.05,1876.00,1575.84
SO - 0006840,Online,WARE-UHY1004,3/10/2020,8/6/2020,8/11/2020,8/17/2020,USD,19,12,237,39,6,0.075,2606.30,1329.21
SO - 0006841,In-Store,WARE-NMK1003,6/18/2020,8/6/2020,8/20/2020,8/27/2020,USD,12,21,91,29,4,0.075,3819.00,2864.25
SO - 0006842,Online,WARE-MKL1006,3/10/2020,8/6/2020,8/19/2020,8/29/2020,USD,14,10,332,34,6,0.05,6103.70,3051.85
SO - 0006843,In-Store,WARE-PUJ1005,3/10/2020,8/6/2020,8/14/2020,8/17/2020,USD,6,32,274,18,3,0.1,3932.90,2084.44
SO - 0006844,Online,WARE-NBV1002,3/10/2020,8/7/2020,8/23/2020,9/1/2020,USD,14,48,82,5,6,0.1,984.90,610.64
SO - 0006845,Distributor,WARE-NMK1003,6/18/2020,8/7/2020,8/15/2020,8/21/2020,USD,25,11,169,41,2,0.1,1313.20,840.45
SO - 0006846,Online,WARE-UHY1004,3/10/2020,8/7/2020,8/25/2020,8/27/2020,USD,18,9,254,43,1,0.075,1085.40,770.63
SO - 0006847,Online,WARE-NMK1003,3/10/2020,8/7/2020,8/17/2020,8/27/2020,USD,13,42,132,3,3,0.15,2988.20,2390.56
SO - 0006848,Wholesale,WARE-PUJ1005,3/10/2020,8/7/2020,9/1/2020,9/9/2020,USD,27,12,262,23,4,0.075,790.60,672.01
SO - 0006849,Distributor,WARE-NMK1003,6/18/2020,8/7/2020,8/19/2020,8/20/2020,USD,25,6,97,27,5,0.05,2458.90,1549.11
SO - 0006850,In-Store,WARE-UHY1004,3/10/2020,8/7/2020,8/23/2020,8/26/2020,USD,9,33,261,16,8,0.1,1695.10,1203.52
SO - 0006851,In-Store,WARE-NMK1003,6/18/2020,8/7/2020,8/16/2020,8/19/2020,USD,11,9,96,19,3,0.075,6425.30,3662.42
SO - 0006852,In-Store,WARE-NMK1003,3/10/2020,8/7/2020,8/28/2020,9/5/2020,USD,8,6,134,42,2,0.05,837.50,477.38
